0,0,0,1908.67,206.998
25,0,0,1903.09,312.633
50,0,0,1897.57,417.27
75,0,0,1892.1,520.924
100,0,0,1886.68,623.608
125,0,0,1881.31,725.335
150,0,0,1875.99,826.12
175,0,0,1870.72,925.974
200,0,0,1865.5,1024.91
0,25,0,1784.62,222.411
25,25,0,1779.89,322.507
50,25,0,1775.2,421.706
75,25,0,1770.55,520.021
100,25,0,1765.95,617.463
125,25,0,1761.39,714.043
150,25,0,1756.86,809.774
175,25,0,1752.38,904.666
200,25,0,1747.94,998.73
0,50,0,1672.83,236.299
25,50,0,1668.81,331.409
50,50,0,1664.82,425.707
75,50,0,1660.87,519.206
100,50,0,1656.96,611.915
125,50,0,1653.07,703.845
150,50,0,1649.22,795.004
175,50,0,1645.4,885.403
200,50,0,1641.61,975.051
0,75,0,1571.57,248.88
25,75,0,1568.15,339.475
50,75,0,1564.76,429.335
75,75,0,1561.4,518.467
100,75,0,1558.07,606.882
125,75,0,1554.76,694.588
150,75,0,1551.48,781.592
175,75,0,1548.22,867.904
200,75,0,1544.99,953.532
0,100,0,1479.43,260.328
25,100,0,1476.52,346.818
50,100,0,1473.64,432.638
75,100,0,1470.78,517.794
100,100,0,1467.94,602.295
125,100,0,1465.12,686.148
150,100,0,1462.33,769.36
175,100,0,1459.56,851.938
200,100,0,1456.8,933.891
0,125,0,1395.22,270.79
25,125,0,1392.75,353.532
50,125,0,1390.3,435.659
75,125,0,1387.87,517.178
100,125,0,1385.46,598.097
125,125,0,1383.06,678.421
150,125,0,1380.69,758.157
175,125,0,1378.33,837.312
200,125,0,1375.99,915.892
