0,0,0,338.295,242.212
48,0,0,290.77,236.75
96,0,0,238.747,230.772
144,0,0,181.557,224.199
192,0,0,118.39,216.94
0,48,0,340.022,302.481
48,48,0,292.674,299.748
96,48,0,240.854,296.756
144,48,0,183.9,293.468
192,48,0,121.007,289.838
0,96,0,341.743,362.51
48,96,0,294.57,362.483
96,96,0,242.952,362.454
144,96,0,186.232,362.421
192,96,0,123.611,362.385
0,144,0,343.456,422.301
48,144,0,296.458,424.959
96,144,0,245.041,427.866
144,144,0,188.553,431.059
192,144,0,126.203,434.585
0,192,0,345.163,481.856
48,192,0,298.338,487.175
96,192,0,247.121,492.994
144,192,0,190.864,499.386
192,192,0,128.783,506.439
0,240,0,346.863,541.174
48,240,0,300.211,549.135
96,240,0,249.192,557.841
144,240,0,193.164,567.402
192,240,0,131.35,577.951
0,288,0,348.556,600.259
48,288,0,302.076,610.84
96,288,0,251.254,622.409
144,288,0,195.454,635.111
192,288,0,133.905,649.122
